"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40"
"112",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",1.36624466804724,1.00521607541295,1.12226342701724,1.08956501819225,1.18721976738421,1.27434821939504,1.32735621867577,1.10269900662628,1.1827621088761,0.966092084664911,1.39569083706093,1.25965205459664,1.1578025529385,1.47959115021917,1.24493629054643,1.07781170118677,1.65360131833619,0.980387338269677,1.2654684482319,1.12076821008075,1.15644256787223,1.14608723595102,1.11587762514391,1.02521272175533,1.10840521132415,1.19458098654994,1.72876035542837,0.994931859192722,1.05861895358327,1.23074661043588,1.04937748000831,1.09030619929363,0.956111635348725,1.09000676205039,1.13077735206156,1.22098671326269,1.59692792005153,1.3613908231618,1.69706963959197,1.27860650201884
"121",1.36268185596518,1.01251655455659,1.11951945366855,1.09979644333413,1.1908313318169,1.27269552399626,1.33568099229716,1.11256674772176,1.18006702311137,0.9634037477226,1.39621743145456,1.25749113365696,1.1648101763836,1.48079680067499,1.24348110347546,1.07805714925378,1.6638825308333,0.981425643697616,1.26193319549158,1.11784427613145,1.16071617023826,1.14614596684913,1.11492953968447,1.02590632173626,1.10578676117575,1.2014767054959,1.72949213598526,0.995624856060035,1.0559951696177,1.22745385022054,1.04493472546788,1.08795783227369,0.953060111678445,1.0908727868762,1.12743397473864,1.22665332381183,1.59720580851283,1.36035689587637,1.69675141697041,1.27745574867581
"122",1.36136336040739,1.02513547959345,1.1171844511734,1.10889655973405,1.19245463158188,1.27037442526933,1.3376697072708,1.11697579321851,1.17951181054302,0.96189879926985,1.39519302628485,1.25795982305876,1.16937906763696,1.48413933667395,1.24548602145155,1.08248273212769,1.6659893620781,0.98235906733044,1.25988337505439,1.11649577387403,1.16884669803565,1.14823944303157,1.11505578115624,1.02554858995081,1.10525577008284,1.20443366630232,1.73584058608881,0.99929650412508,1.05463140357131,1.22459832133732,1.04276593765348,1.0870235455329,0.953795790071729,1.08959503476894,1.12584326546027,1.23049720902387,1.59525263502783,1.35844046950465,1.6954018620904,1.27721726431661
"123",1.36128235957754,1.03708692904241,1.11917825916429,1.11102971291487,1.19301519389714,1.2713770348806,1.33868836667748,1.11738062657971,1.17998717562111,0.967910099833892,1.39506685794937,1.26333832305344,1.16985850291594,1.4852456175172,1.25516174374746,1.09123637342399,1.66718690009546,0.982270421881978,1.25990170406257,1.11881204691033,1.17693409542997,1.14987205953572,1.11505071756789,1.02562483374279,1.10606742093444,1.20535537112782,1.74510473742152,1.0054471048783,1.05749959493687,1.22461520635723,1.04284127983813,1.08855074859846,0.955493416280926,1.09006172186769,1.1259822614602,1.23230259786026,1.59525004610792,1.35840508513881,1.69546157557005,1.27705728322866
"124",1.36147470507931,1.04751113960805,1.12387518829305,1.11067473292163,1.19157622362941,1.27135604282166,1.33641155654737,1.11551587439199,1.18452583148591,0.977195274730986,1.3937406877843,1.27419211282452,1.16922487914932,1.48547896190871,1.26640229030225,1.10181383408809,1.66702105663253,0.982501093790911,1.2602302464278,1.11975356508249,1.18433298147518,1.14950681416829,1.11496628430585,1.02602554898537,1.10639590229434,1.20289074224209,1.75639352823547,1.01102286302889,1.06379460633069,1.22349681694979,1.04324012849265,1.09220862126625,0.95725930251283,1.09199691685643,1.13099477002501,1.23147716200532,1.59576075007715,1.35799576822131,1.69586698741803,1.27734787379758
"125",1.36188608029597,1.05887713345999,1.13029074740198,1.108447958624,1.18682396653328,1.27311512340031,1.32921564882771,1.10981814536027,1.18765258575451,0.989393147536513,1.390195930203,1.28574234037374,1.16978186133693,1.48298463010361,1.27904497327075,1.11405336436034,1.66487490474262,0.985956643117766,1.26207623298018,1.11842752587565,1.19307437633664,1.15080670362314,1.11262211223621,1.02556564331431,1.10148407613409,1.19952074513685,1.7696581552465,1.02021252239641,1.07385524064504,1.22168000249407,1.04537593879622,1.09620567547696,0.961080757076654,1.09387632001657,1.13717962735616,1.22666088719459,1.59881281596366,1.35437022143149,1.69673099268909,1.27864245817709
"126",1.35972533868608,1.06101704984026,1.13601273589272,1.10507191146949,1.18255807114141,1.2752007042488,1.32247040187189,1.11050793817667,1.19845616325267,1.00168500744457,1.38807607555537,1.29712477378605,1.1725638508765,1.47944001075471,1.28085114447441,1.12963147453114,1.66316738472199,0.99214978572275,1.26345771066122,1.1183470751462,1.1924045349076,1.15203568721306,1.10671309127691,1.0284616978848,1.09234329361478,1.19764931279918,1.78217716068143,1.02090044787066,1.08788831772796,1.21797739070609,1.04535533110238,1.1035685768069,0.967494989771854,1.09419915029334,1.14846574688841,1.22048285350123,1.60472073091774,1.34908210062548,1.69620385294198,1.28368340553738
"127",1.35855925865374,1.05772159184125,1.13979020427356,1.10167548548155,1.18061069641242,1.27472906979998,1.32329664667813,1.11023675616091,1.21191327326051,1.01191689106755,1.38666898261691,1.30482008326147,1.17366643642115,1.47698162558318,1.27647352939887,1.14177362951573,1.66223003344517,1.00028659212557,1.26558443491542,1.11953672094048,1.18843847073994,1.15504252646189,1.10078171504201,1.0268811012616,1.08757643513757,1.19863454005342,1.78767826324972,1.01727776216777,1.09313414478492,1.21521588107189,1.04427274129807,1.11193589104022,0.969730943399876,1.09348809911011,1.15664739509294,1.22087407928726,1.61610813989674,1.34548583948218,1.69290951258755,1.28653945907526
"128",1.3588622358302,1.05893872003657,1.14022085162419,1.10161636270963,1.18401821941166,1.27436708262182,1.32411406146523,1.10951951228411,1.21697673602547,1.01694973066082,1.38682746642645,1.30475372720565,1.17352700279481,1.47770422792702,1.27840305071735,1.14575199366583,1.66259495778394,1.00223574190337,1.26542422988519,1.1187833228555,1.19090588383143,1.15528663696458,1.11154656616907,1.02651168985811,1.09001681024383,1.19685187385106,1.78854724918904,1.02106936758163,1.09321337710902,1.21939679863388,1.04513577713267,1.11161169607147,0.965700804029086,1.09535190862599,1.15682564050147,1.22194718419998,1.62027068345304,1.35403611558796,1.69292908827618,1.28732959225188
"129",1.35420416378162,1.05944397549466,1.14489004842784,1.10223161247908,1.18418322918941,1.27208995452323,1.32326000828731,1.11180890974635,1.21672604652508,1.01084349579445,1.38999542234007,1.30865444585792,1.17085650108734,1.48795218082224,1.28661158769983,1.14211961649474,1.66365629047404,0.996208834756479,1.25787801426237,1.11204061659707,1.20073193464225,1.15254838910133,1.13334776213523,1.0263472151469,1.09624749095756,1.19742688256868,1.78545291020006,1.03405403247175,1.09071076949435,1.22887316405159,1.04726201915241,1.10534184725994,0.956079804899513,1.10703592962589,1.15665081901816,1.21813632408362,1.61330122790101,1.37699700542268,1.6947187643778,1.28413527245011
"130",1.34728204066699,1.06008973090295,1.15416127454837,1.10847524506746,1.18253791614288,1.26688741782761,1.32349397282012,1.11856391444727,1.20826445381651,1.00471515978784,1.39487306903163,1.30434884569844,1.16472962156017,1.49765224998502,1.29634016680774,1.13355920739538,1.66423472271149,0.978769117448442,1.24226457693652,1.10358999932368,1.2111082102916,1.14855401794416,1.15448154877666,1.02626371012858,1.10818749604097,1.18827998465339,1.7763401502041,1.04719172157759,1.08368781819817,1.24978886778683,1.0506081182514,1.09154806561771,0.93879300935709,1.12993703229323,1.1520877582331,1.21935154332839,1.5996116030644,1.40120074625139,1.69677836334562,1.27440551704282
"131",1.3334623375403,1.04942748668769,1.15821451996447,1.10687380293299,1.17919776998614,1.27116163422723,1.32509857683354,1.12210544713254,1.20422232378789,1.00065496056388,1.40362597021648,1.3043350602375,1.16026517988358,1.51525364070277,1.31117191875253,1.12120167743574,1.66571975170625,0.966872694673911,1.22729702975726,1.09528559563898,1.2241245065986,1.14091930627773,1.17634854042875,1.02598777965813,1.12252586782773,1.1843905891791,1.76031136581579,1.06318913932755,1.07075945529733,1.27480399872385,1.06386168238175,1.07119822229068,0.923193290098125,1.15828569910577,1.14643011990363,1.22189849658954,1.58682883645425,1.41448296543614,1.69874523647479,1.26528084275221
"132",1.32357904813333,1.04235281218395,1.16214069245868,1.10700191765305,1.17819177123335,1.27331774945705,1.32520474567019,1.12989350950367,1.20490384232279,0.998360542142221,1.41399825227285,1.30849299669909,1.15824336278622,1.53337757905792,1.31854562014684,1.11612633681426,1.67613715262563,0.960441657534011,1.21558993255375,1.09142422229085,1.23720492442819,1.13749253421084,1.19252613969288,1.02595203457962,1.12807842603845,1.18209394896453,1.75141374463916,1.07601838935929,1.06031963354341,1.29521099821898,1.06744674436702,1.05762819605923,0.908919479230997,1.18043262457877,1.14364801236118,1.2228422814507,1.5782931829425,1.42676557815126,1.69958822138015,1.25426256567394
"133",1.31760926899157,1.03690440215801,1.16484845864669,1.10487927489872,1.1798364639766,1.27511480719557,1.32496729683758,1.13464554804532,1.2082876432909,0.999190469853203,1.42257812652654,1.31016387401711,1.15849194180284,1.54917088325068,1.32447190529929,1.11925451768607,1.6896065542642,0.956995057054421,1.20680180248289,1.08772502061769,1.24695796830937,1.1352211649017,1.2034232950415,1.02661051369503,1.13161688571996,1.17864492842361,1.74942306510031,1.08777849258824,1.0540118223947,1.30490684999668,1.07086449949081,1.04814544116524,0.896925511903715,1.19809644220266,1.14348266300152,1.22424784896825,1.57582568975362,1.43613513936082,1.69942759403762,1.24816766637693
"134",1.318189920999,1.03618546726748,1.16192706778362,1.1048589238463,1.18490504316819,1.2755837247379,1.32436523421339,1.13770008398336,1.21501446670443,1.00341835984978,1.42756215203717,1.31050537490537,1.15884140491684,1.55821003767395,1.3265860816789,1.1287282378916,1.70051259959846,0.957130450232633,1.20134043626225,1.08692051989078,1.25506354738024,1.13243744170541,1.20831482386717,1.02993238108904,1.13108862364074,1.17350270145044,1.75175126677255,1.0891666120017,1.05238238501297,1.30988924064291,1.06990174836931,1.04322597239091,0.891383002414826,1.20813045320092,1.14383176853838,1.2248077301945,1.58075415465103,1.43919153356204,1.69862518335371,1.24519399880183
"135",1.32173811181864,1.03590987196428,1.15598522113982,1.10519919463167,1.185547710603,1.27472114552056,1.32422970445353,1.13979575102801,1.22385720605776,1.01367803858586,1.42622855888356,1.30847679623906,1.15874986298784,1.56021664001976,1.32579021378703,1.13515893049471,1.70200379761944,0.960887950203637,1.20320556063738,1.08667064236589,1.25700909603495,1.13285577458996,1.20897991402324,1.03108057114015,1.12982981297544,1.17222799167623,1.75792266278982,1.08580270563516,1.05201542152847,1.31341902233614,1.07102638232722,1.04395682241783,0.888718794569306,1.21004964242739,1.14779638026891,1.22410458647755,1.58686393189325,1.44024035337797,1.69735469444123,1.24522385357055
"136",1.32672212648085,1.03629548263734,1.14984248968859,1.10592577836404,1.17989060218428,1.27364499803898,1.32512579445304,1.13924244399666,1.22878250570591,1.02388954771276,1.42147327167978,1.3045126194654,1.15762864535406,1.55723299941599,1.32137479355436,1.14104677316012,1.69966182894683,0.967015016529062,1.20911180043887,1.08907578012633,1.25461004224533,1.135197906659,1.20447045583189,1.03142633811288,1.13024977776844,1.17226795767285,1.7637804285031,1.08052506640568,1.05293573595669,1.3123272565885,1.07102050156385,1.04672574899937,0.888040585201114,1.20467908230403,1.15362447445552,1.22247984829609,1.59087954497377,1.43844047439514,1.6933374453796,1.24566567244838
"137",1.33359998913071,1.03524389649199,1.14385459794015,1.10719458860072,1.17183553994029,1.27242124452086,1.32982909030885,1.13812275382118,1.23618897341745,1.0358613580873,1.40932965597016,1.30159925451272,1.15660070825039,1.55067470196607,1.31699396288151,1.14071842014111,1.69338255605662,0.975867627299547,1.21692452545438,1.09061059461855,1.24829861948542,1.14059963254568,1.19420323066405,1.03059432274908,1.13107680882228,1.17184530190319,1.76734335393586,1.0726036610849,1.05436899263402,1.30871677993561,1.07191245338993,1.04890511502137,0.889074971524667,1.19371306183869,1.16129872260315,1.22178505319716,1.59639777694602,1.43534315668568,1.68646443072527,1.24788047170708
"138",1.33891329100129,1.03233564531714,1.14001670694957,1.10424549803115,1.16133816256164,1.27275424447929,1.34237033505002,1.13525575747274,1.23801927321995,1.04447078416571,1.39736666580238,1.30239141792202,1.1540886709999,1.54268201853846,1.31188848861958,1.13636152760444,1.68562410838063,0.982946425363707,1.22792600043363,1.09233118032202,1.24349373415265,1.15026240857154,1.18464010623659,1.03475693301083,1.13319967123078,1.17227413130701,1.76273566331712,1.06637276139116,1.05514579394962,1.30359827131334,1.07459270126776,1.04855227142028,0.888826461859707,1.1821513032278,1.16656555944296,1.22066677539453,1.59539690623596,1.4297054614911,1.67812012425463,1.24681340939629
"139",1.33930689443332,1.02800117738195,1.13719652326637,1.10593657293565,1.15877731003458,1.27490029493613,1.35415662222251,1.13338633537175,1.23680221862591,1.04776819120756,1.38444893200253,1.30622997128681,1.15495908661083,1.5320925779529,1.30577436537601,1.13132164755159,1.6728209803391,0.987315388008396,1.23832247772395,1.09253372074128,1.23572084333035,1.15603555920225,1.1779033245001,1.03762846103286,1.1361279642454,1.17434624107666,1.76074341141912,1.06382503429506,1.05457911881284,1.29676966951907,1.07670843045125,1.04128268378747,0.885565614728349,1.16951854157493,1.16492401160449,1.22285037287022,1.59369768253088,1.42647068222867,1.66287961925682,1.24161946211798
"140",1.33980321304831,1.02769880152389,1.13811182830933,1.11075570498055,1.15650681945188,1.27632926798876,1.35333815538564,1.13227161909394,1.23569733996575,1.04552417680965,1.3781491900113,1.30685091148392,1.15508007563098,1.52695477177614,1.30381001363385,1.13409262626115,1.66507260066382,0.986716899030364,1.24530591415369,1.08861501787714,1.23388183408699,1.15617554643191,1.17580232914239,1.0377930734662,1.13622921737308,1.17416420959433,1.76639364597929,1.06919015466191,1.05391995574083,1.29409547901352,1.07615828784973,1.04379966618934,0.888867764807299,1.16582995457639,1.15890243706551,1.22363143071491,1.59775307609051,1.42590358836319,1.64516415536304,1.24157408181358
"141",1.33963501749943,1.03319566638699,1.13547172457033,1.11280355517016,1.15645852467903,1.27607039751265,1.33005218530942,1.13180808977934,1.24091314482028,1.05063261636181,1.38442838175528,1.30475997190133,1.14811258369102,1.52685695999036,1.30379767186915,1.14114385996316,1.66446449446792,0.987865385826963,1.24539706507129,1.08979793872037,1.23540379918233,1.15310885583823,1.17605014356755,1.03563268189967,1.13553970075099,1.174207524771,1.77902957237282,1.08409693171109,1.05447438321143,1.29551880477371,1.07062512526991,1.06284686501985,0.905867652935191,1.16878692157641,1.15820584721011,1.21921043927957,1.61138613214797,1.42574250774433,1.63117226238832,1.24396243783183
"142",1.33999035934471,1.04196656408693,1.13198020077869,1.11238134120955,1.15834181556004,1.27245082343685,1.30559166999669,1.13175260552214,1.24170475966807,1.05528440089288,1.39546995390485,1.29718200096509,1.13706625197557,1.52797549288044,1.30338332419994,1.15143813179505,1.669277719994,0.990896705070953,1.24531075290956,1.09212393529531,1.24056354481956,1.14809904267523,1.18042726162238,1.03881344154713,1.13934090475888,1.17336148416837,1.79422236144283,1.10696867527416,1.05030541216214,1.29788051428173,1.06540707263124,1.08698289370942,0.920912825742584,1.17652118317051,1.15923701768351,1.21333448581292,1.62341765387743,1.42689021759391,1.62078094398804,1.24990147363962
"143",1.33973961176058,1.05337926243329,1.12747175814269,1.11241760663108,1.16199652536825,1.26744891074624,1.27697039465129,1.13289911633932,1.23870758869512,1.0597608301051,1.40325329070244,1.29203565236467,1.12744273151976,1.52776514633629,1.30322675363988,1.15623987099986,1.67012152791533,0.991451439536855,1.24576325929705,1.09349886548082,1.25030291030355,1.14230357138094,1.18240969332645,1.04138726404088,1.13979349151561,1.17048103928062,1.80204601864146,1.12641166538617,1.04711078454148,1.30290685435026,1.0627622485107,1.10843048151143,0.939636073526433,1.18442354650203,1.1567808896867,1.20145863452647,1.63720481593181,1.43030086218864,1.60562798445218,1.25299104391326
"144",1.33959959375504,1.06298831462705,1.12392170070274,1.11279554607038,1.16542717811504,1.26345691333669,1.25874382272089,1.13177373941837,1.23728805083855,1.06274789795215,1.40811718054218,1.28968296047157,1.11862722821321,1.52910534524956,1.30147756810652,1.16461950983272,1.66097747369905,0.990134535123719,1.24984238589274,1.09156381136461,1.26081870052389,1.14124786984432,1.18498668612158,1.04312920126025,1.1411527754903,1.17140603857829,1.81193550161934,1.14904518795477,1.0425875816003,1.30564569511699,1.05629784342279,1.12340667572186,0.95280258472817,1.18815021982468,1.15298090163993,1.19583389524488,1.64984979553643,1.42744146953582,1.58530438012653,1.25491736388537
"145",1.34006958961257,1.06973716573085,1.12140374694663,1.11479120315295,1.16567960918334,1.25998299377275,1.23915199029869,1.13308589270739,1.2366068572795,1.06289883211593,1.40613313732812,1.28314465488299,1.1121229993938,1.52974065699848,1.30320063499465,1.17109174857706,1.64379107260316,0.989693901501318,1.25720740344235,1.0884724842852,1.26818224510495,1.14407642731681,1.18363747429973,1.04393450776632,1.14167399386566,1.17299065497176,1.81987211700243,1.17025174868158,1.04179873262765,1.30922552204795,1.04869044577275,1.13434768565401,0.959329921234743,1.18646996391607,1.1464766206176,1.19081072156489,1.66769827857242,1.41970458239438,1.56716187975174,1.25755232594846
"146",1.33881354691888,1.07200761583004,1.12105033520764,1.11469870543116,1.16572604193826,1.25911970783416,1.2343369973957,1.13326942865391,1.23659702965504,1.05985049828624,1.39561340768129,1.27838317820948,1.10965532772464,1.5296967867143,1.30677589068746,1.17408439092901,1.6215698969954,0.99166233121839,1.26813408150117,1.08302872086198,1.27042493500532,1.14816733840583,1.18202199702031,1.04446701399975,1.14160619479037,1.17547739101559,1.8242769769198,1.18224747636963,1.04013402793258,1.31013811479425,1.04181848011003,1.14051701817422,0.963179709292191,1.18241720910319,1.13806688816627,1.18718064650563,1.67568040499756,1.4107906620301,1.54748200061369,1.25736255935611
"147",1.33533412570708,1.06806986885372,1.12154900475647,1.11784453728621,1.16487293813937,1.25961212789998,1.23598741214123,1.13360061147821,1.23799027527768,1.05542240379409,1.38535719276191,1.27906150441202,1.11254697632354,1.53069846387922,1.31384206748885,1.17638460260978,1.60075111129618,0.994401525341686,1.27352182851529,1.08138936958631,1.27086475757686,1.15011207592387,1.18032680771561,1.0443124051707,1.14172273257964,1.17597844258264,1.82426781041804,1.19038236297439,1.03940814166844,1.31035837043247,1.04015464695566,1.13760432062361,0.964540364221726,1.17725915199967,1.12872527334391,1.19043868102308,1.67489769100557,1.3984351545077,1.53427999128176,1.25731048701386
"148",1.32915182132834,1.06043806665482,1.12340112356621,1.12464227845693,1.16315901091109,1.26108266186729,1.24201502023622,1.13425708091734,1.24185301085916,1.05053805402781,1.3748274964699,1.28488637063761,1.1163140743326,1.53343198868259,1.31993807080051,1.17582459190324,1.58057424714824,0.999422469273639,1.27188732188505,1.07999117151321,1.26806850089363,1.15191999517337,1.17494225178645,1.04366789251568,1.14273053947262,1.17521351370949,1.82359564012709,1.19018175156875,1.03933737285934,1.30881903767618,1.04158401282951,1.13134564809939,0.96430578140939,1.17107082434219,1.12038195589585,1.19969464804234,1.66874117582966,1.38333832809342,1.52666280549291,1.25675274917005
"149",1.32023863989995,1.05136869902237,1.12526044477697,1.12747788073871,1.16422485786767,1.26483040638619,1.25968580803013,1.13584310496839,1.24283832587256,1.04653696040665,1.36453067572371,1.29283102172454,1.12134684192454,1.53978647170729,1.32724300494997,1.1726966685768,1.56318971371626,1.00057781793393,1.27101393684458,1.07824084762627,1.26153220993277,1.15527293769014,1.16940227093418,1.04312402408517,1.1414458314977,1.1711274311983,1.8222658870026,1.18467475282598,1.04049189567671,1.30822359641152,1.04465270320716,1.11952532532033,0.961905513967669,1.16911779555964,1.11710475288558,1.21396181356897,1.65740613570721,1.36653374130932,1.52393802362879,1.25767941572714
"150",1.31522194731622,1.04379999896526,1.12604623332778,1.13317713687871,1.1698322572299,1.26707335918691,1.27964093235716,1.13828472736865,1.24492997512583,1.04832104445686,1.36028076017368,1.30341069527744,1.1228090805945,1.54904143035624,1.33683262198178,1.16982013192595,1.55477493038901,1.00024550736867,1.25657844115283,1.07960073592051,1.25641461303342,1.15921146166397,1.16317430211502,1.0381832447205,1.13990184927144,1.16571706241358,1.82187780749409,1.17629469388045,1.04256136959117,1.3086599923732,1.04981124872618,1.10317906649454,0.960553360967992,1.1776296292035,1.11889414411426,1.22842305695932,1.64258092326521,1.34987513825372,1.5166337297879,1.26119414489675
"151",1.30964803410622,1.04033757807471,1.11763721576224,1.14021323386478,1.17266587947117,1.26497882214711,1.29559330522062,1.14015417970111,1.24322988266103,1.0512084377564,1.36108091942787,1.31099166511422,1.12352052020464,1.55324629601649,1.33890757121704,1.16926108213379,1.55691314044736,1.00372723856619,1.24526955656635,1.0795084691017,1.25053352548074,1.160902908213,1.15743103604971,1.03348779549439,1.13445547878523,1.1625535867714,1.82280583784261,1.16496922178648,1.04462045314107,1.3095424564181,1.05491769575667,1.09537624754861,0.963004392723209,1.19097688111613,1.11877163663797,1.23959588886706,1.62903104328518,1.33551849315108,1.51709558601968,1.26675122823085
"152",1.30790726438289,1.04021241090523,1.11287211200791,1.14768970831155,1.17111471110559,1.26584735563024,1.2936912688381,1.14044121807244,1.24425616282697,1.05133227152343,1.35918330689143,1.31204916483449,1.12403599034178,1.5405868444234,1.3375969211291,1.16871660808854,1.56118418607764,1.00691616392189,1.25557702086647,1.06295234652298,1.24538254943741,1.15946195415402,1.15543350587986,1.03345579399291,1.12996044264161,1.16217970394093,1.82400979418569,1.16307898066439,1.044191133801,1.30898808295407,1.05633228928934,1.09496071513016,0.963647563960753,1.19383450576362,1.11964464773301,1.23539966573413,1.6192757533416,1.33150480580673,1.50627082182499,1.26861328055438
"153",1.30700332260721,1.04030417978853,1.1160398298437,1.14968626553291,1.16455926226474,1.26277388771115,1.28275177048462,1.13811830117768,1.24887937689569,1.04950612405311,1.35359443352853,1.30786176070523,1.12034248630353,1.51504598029957,1.33862153959583,1.16588083310746,1.55470455115121,1.00679605610701,1.27628775864231,1.04658199138914,1.24657104622016,1.16526661449546,1.1568863798865,1.03499933383259,1.12935336577415,1.16095246977702,1.82416871938155,1.16747097433651,1.04220179303275,1.30552847315197,1.05252046313063,1.09174172483529,0.958102800499833,1.1722018106101,1.13032669368072,1.21819615706965,1.62392298180479,1.33218952278154,1.49959661602142,1.26389131251102
"154",1.30701490482855,1.03839923973207,1.12030406902838,1.14828868911763,1.16093550786089,1.26963266929774,1.2661937814279,1.13378092302003,1.26096401768495,1.04785221681767,1.34428869478631,1.30527327730587,1.1062341898229,1.47743202706699,1.33706694225543,1.16370360230921,1.54099858505143,1.00562983108983,1.30484360466648,1.0555924125711,1.24754629834516,1.17189237330283,1.15832083996023,1.03955066708508,1.13264002096077,1.1623716843513,1.82429273347667,1.1758839406256,1.0351121415213,1.29572248913261,1.04927420751509,1.09570831594999,0.951651319151256,1.15201893108777,1.14325632662159,1.1837788963028,1.63638897452559,1.3355637457989,1.49236997344882,1.25547968208853
"155",1.30482597603046,1.03890033224472,1.12667985870713,1.14751331301954,1.16029929994091,1.27508620246401,1.24799903576818,1.13009313108103,1.25660961132339,1.04259105666349,1.33693264520894,1.30275457837938,1.09606858763871,1.44377724085166,1.34242224165183,1.15047346429402,1.52752302120726,1.00779706921011,1.3268647530661,1.07566259442304,1.24931256005817,1.17922287333514,1.16400496768597,1.04899098970043,1.13322694412216,1.16272302612282,1.82280584175935,1.18356078219523,1.0281339121493,1.28650490469994,1.04608027806918,1.10354116909309,0.944847344122754,1.13167116103937,1.15573661819036,1.13359253021484,1.63982276582588,1.34176801873975,1.48343850369727,1.24758451748148
"156",1.30442351139155,1.03896857888683,1.12435332193923,1.1503875185549,1.15665230346388,1.27680463432962,1.22939120560695,1.1275533806164,1.25782855012646,1.03785671803903,1.3277822404727,1.29829948475887,1.08859275749683,1.41970235417023,1.34757953265976,1.13809670154449,1.51860573150287,1.00785778351089,1.34185235801935,1.0773291346071,1.24937155021924,1.18192438699542,1.16522597951275,1.06049623178707,1.13310519328218,1.16455326953768,1.82233729625896,1.18812893167063,1.02341542421602,1.2802601856428,1.04569819949096,1.10942556097222,0.937703253072734,1.11753178481987,1.16575803297692,1.08792987091227,1.63066723410147,1.34320846507974,1.4764578998486,1.24350315607536
"157",1.30444567132378,1.03886108182012,1.11904412001913,1.15990152983171,1.15759965145286,1.28029678551257,1.21578801305337,1.12636071672791,1.26033543888438,1.03482400618463,1.32149313849865,1.29612415168827,1.0841992512605,1.4003191523283,1.35239967683181,1.12926737873916,1.50845839840576,1.0077762253122,1.35338848716262,1.0855237520002,1.24489726778684,1.18390250491084,1.16656802006416,1.07090965060552,1.13334641570551,1.16660059952111,1.82227176904431,1.19081476656089,1.01834764002995,1.27505742666453,1.04599085450688,1.11314018746582,0.933972857422529,1.11434907631101,1.17537320575685,1.05226139502901,1.61466690156993,1.34006509731219,1.46454745724307,1.24300459199345
"158",1.30472624964522,1.03910049214116,1.11380226287036,1.17281290809314,1.15634151697221,1.28271533637959,1.20821443636087,1.12467345801878,1.25936109378246,1.03361625925521,1.31705408323659,1.29556039692892,1.08300207100594,1.3885125848554,1.3566058249889,1.12536938897818,1.50769802666865,1.00746277151997,1.36095772659943,1.09161318974965,1.23964325666193,1.17993675269862,1.1670927695486,1.07546784764868,1.13441188939081,1.16592230053068,1.82246763935886,1.19042957684069,1.01844785772622,1.27453639584439,1.04617290751192,1.11356119121138,0.933516749975361,1.12234019922409,1.18479164709609,1.0364433671225,1.58875123777569,1.33572545686172,1.4539457367649,1.24493347969356
